Time(sec)	Acceleration (g)	Speed	Position	Scaled position
30.840	-0.0034670	-0.00045391	0.0048377	16.124
30.860	-0.0043120	-0.00053170	0.0048278	16.091
30.880	-0.0038410	-0.00061323	0.0048164	16.053
30.900	-0.0037240	-0.00068888	0.0048033	16.009
30.920	-0.0053930	-0.00078005	0.0047887	15.961
30.940	-0.0067040	-0.00090102	0.0047718	15.904
30.960	-0.0074140	-0.0010422	0.0047524	15.840
30.980	-0.0095800	-0.0012121	0.0047299	15.765
31.000	-0.010419	-0.0014121	0.0047036	15.677
31.020	-0.0078760	-0.0015951	0.0046736	15.577
31.040	-0.0037730	-0.0017116	0.0046405	15.467
31.060	0.00088800	-0.0017404	0.0046060	15.352
31.080	0.0030050	-0.0017015	0.0045715	15.237
31.100	0.0043550	-0.0016279	0.0045383	15.126
31.120	0.0055890	-0.0015285	0.0045067	15.021
31.140	0.0065580	-0.0014070	0.0044773	14.923
31.160	0.0062330	-0.0012791	0.0044505	14.834
31.180	0.0071700	-0.0011450	0.0044262	14.753
31.200	0.0097480	-0.00097586	0.0044050	14.682
31.220	0.010933	-0.00076906	0.0043876	14.624
31.240	0.0092850	-0.00056688	0.0043742	14.579
31.260	0.0068600	-0.00040543	0.0043645	14.547
31.280	0.0068220	-0.00026860	0.0043578	14.525
31.300	0.0047380	-0.00015301	0.0043535	14.510
31.320	0.0021200	-8.4430e-05	0.0043512	14.503
31.340	0.00011800	-6.2050e-05	0.0043497	14.498
31.360	-0.0010270	-7.1140e-05	0.0043484	14.493
31.380	-0.0027250	-0.00010866	0.0043466	14.487
31.400	-0.0066270	-0.00020218	0.0043435	14.477
31.420	-0.010155	-0.00037000	0.0043377	14.458
31.440	-0.013910	-0.00061066	0.0043279	14.425
31.460	-0.015299	-0.00090273	0.0043128	14.375
31.480	-0.014462	-0.0012003	0.0042918	14.305
31.500	-0.012238	-0.0014674	0.0042651	14.216
31.520	-0.0093290	-0.0016830	0.0042336	14.111
31.540	-0.0064960	-0.0018413	0.0041983	13.993
31.560	-0.0034360	-0.0019406	0.0041605	13.867
31.580	-0.0010340	-0.0019853	0.0041213	13.736
31.600	0.0021270	-0.0019744	0.0040817	13.604
31.620	0.0055000	-0.0018981	0.0040429	13.475
31.640	0.0065390	-0.0017777	0.0040062	13.353
31.660	0.0056740	-0.0016556	0.0039719	13.238
31.680	0.0053550	-0.0015453	0.0039398	13.131
31.700	0.0061830	-0.0014299	0.0039101	13.032
31.720	0.0072050	-0.0012960	0.0038828	12.941
31.740	0.0072230	-0.0011517	0.0038584	12.860
31.760	0.0078240	-0.0010013	0.0038368	12.788
31.780	0.0064420	-0.00085861	0.0038182	12.726
31.800	0.0052700	-0.00074150	0.0038022	12.673
31.820	0.0039000	-0.00064980	0.0037883	12.626
31.840	0.0010050	-0.00060075	0.0037758	12.585
31.860	-0.0014390	-0.00060509	0.0037637	12.544
31.880	-0.0030630	-0.00065010	0.0037512	12.503
31.900	-0.0025400	-0.00070613	0.0037376	12.457
31.920	-0.0024010	-0.00075555	0.0037230	12.409
31.940	-0.0018150	-0.00079771	0.0037075	12.357
31.960	0.00066700	-0.00080919	0.0036914	12.303
31.980	0.0038070	-0.00076444	0.0036757	12.251
32.000	0.0043300	-0.00068307	0.0036612	12.203
32.020	0.0043280	-0.00059649	0.0036484	12.160
32.040	0.0062250	-0.00049096	0.0036375	12.124
32.060	0.0066100	-0.00036261	0.0036290	12.095
32.080	0.0056100	-0.00024040	0.0036230	12.075
32.100	0.0032980	-0.00015134	0.0036190	12.062
32.120	0.0028920	-8.9436e-05	0.0036166	12.054
32.140	0.0052100	-8.4145e-06	0.0036157	12.051
32.160	0.0057530	0.00010122	0.0036166	12.054
32.180	0.0062710	0.00022146	0.0036198	12.065
32.200	0.0064470	0.00034864	0.0036255	12.084
32.220	0.0061720	0.00047484	0.0036338	12.111
32.240	0.0055010	0.00059157	0.0036444	12.147
32.260	0.0027790	0.00067436	0.0036571	12.189
32.280	0.0030700	0.00073285	0.0036711	12.236
32.300	0.0028440	0.00079199	0.0036864	12.287
32.320	0.0027650	0.00084808	0.0037028	12.341
32.340	0.0017330	0.00089306	0.0037202	12.399
32.360	0.00065100	0.00091690	0.0037383	12.460
32.380	0.0012570	0.00093598	0.0037568	12.521
32.400	0.0016140	0.00096469	0.0037758	12.585
32.420	0.0034020	0.0010148	0.0037956	12.651
32.440	0.0056580	0.0011054	0.0038168	12.721
32.460	0.0064820	0.0012268	0.0038402	12.799
32.480	0.0076680	0.0013684	0.0038661	12.886
32.500	0.0089190	0.0015342	0.0038951	12.982
32.520	0.0079470	0.0017029	0.0039275	13.090
32.540	0.0068360	0.0018507	0.0039631	13.209
32.560	0.0049460	0.0019685	0.0040012	13.336
32.580	0.0017810	0.0020358	0.0040413	13.470
32.600	0.0017510	0.0020711	0.0040823	13.606
32.620	0.0038730	0.0021274	0.0041243	13.746
32.640	0.0055340	0.0022214	0.0041678	13.891
32.660	0.0023020	0.0022998	0.0042130	14.042
32.680	-0.0015140	0.0023077	0.0042591	14.196
32.700	-0.0041000	0.0022515	0.0043047	14.348
32.720	-0.0051490	0.0021591	0.0043488	14.495
32.740	-0.0064830	0.0020427	0.0043908	14.635
32.760	-0.0074850	0.0019031	0.0044303	14.766
32.780	-0.0063970	0.0017643	0.0044670	14.889
32.800	-0.0063500	0.0016368	0.0045010	15.002
32.820	-0.0029080	0.0015442	0.0045328	15.108
32.840	9.1000e-05	0.0015160	0.0045634	15.210
32.860	0.0016500	0.0015334	0.0045939	15.311
32.880	0.00043500	0.0015543	0.0046248	15.414
32.900	0.00047000	0.0015633	0.0046559	15.518
32.920	-0.00020300	0.0015660	0.0046872	15.622
32.940	0.0019110	0.0015831	0.0047187	15.727
32.960	0.0026920	0.0016291	0.0047508	15.834
32.980	0.00054000	0.0016614	0.0047837	15.944
33.000	-0.0014170	0.0016527	0.0048169	16.055
33.020	-0.0049040	0.0015895	0.0048493	16.163
33.040	-0.0034980	0.0015054	0.0048803	16.266
33.060	-0.0011310	0.0014591	0.0049099	16.365
33.080	0.00016700	0.0014495	0.0049390	16.462
33.100	-2.5000e-05	0.0014509	0.0049680	16.558
33.120	-4.8000e-05	0.0014502	0.0049970	16.655
33.140	-0.0017480	0.0014322	0.0050258	16.751
33.160	-0.0031570	0.0013832	0.0050540	16.845
33.180	-0.0021150	0.0013305	0.0050811	16.935
33.200	-0.0016630	0.0012927	0.0051073	17.023
33.220	-0.0024520	0.0012515	0.0051328	17.108
33.240	-0.0047170	0.0011798	0.0051571	17.189
33.260	-0.0062770	0.0010699	0.0051796	17.264
33.280	-0.0057360	0.00094978	0.0051998	17.331
33.300	-0.0051290	0.00084113	0.0052177	17.391
33.320	-0.0066480	0.00072336	0.0052333	17.443
33.340	-0.0095720	0.00056115	0.0052462	17.486
33.360	-0.0092040	0.00037339	0.0052555	17.517
33.380	-0.0088240	0.00019310	0.0052612	17.536
33.400	-0.0078190	2.6671e-05	0.0052634	17.543
33.420	-0.0048930	-0.00010043	0.0052627	17.541
33.440	-0.00016600	-0.00015102	0.0052602	17.532
33.460	0.0023650	-0.00012903	0.0052574	17.523
33.480	0.0047440	-5.7937e-05	0.0052555	17.517
33.500	0.0054750	4.4256e-05	0.0052553	17.516
33.520	0.0056150	0.00015516	0.0052573	17.523
33.540	0.0058580	0.00026989	0.0052616	17.537
33.560	0.0043100	0.00037157	0.0052680	17.558
33.580	0.0065010	0.00047969	0.0052765	17.587
33.600	0.0065340	0.00061001	0.0052874	17.623
33.620	0.0056860	0.00073222	0.0053008	17.668
33.640	0.0030320	0.00081940	0.0053164	17.720
33.660	-0.00081800	0.00084154	0.0053330	17.775
33.680	-0.0029200	0.00080416	0.0053494	17.830
33.700	-0.0056320	0.00071864	0.0053646	17.880
33.720	-0.0054440	0.00060787	0.0053779	17.925
33.740	-0.0043280	0.00051015	0.0053891	17.962
33.760	-0.0039620	0.00042727	0.0053985	17.993
33.780	-0.0025070	0.00036257	0.0054064	18.020
33.800	-0.0011240	0.00032626	0.0054133	18.043
33.820	0.0028370	0.00034339	0.0054199	18.065
33.840	0.0065350	0.00043712	0.0054278	18.091
33.860	0.0074340	0.00057681	0.0054379	18.125
33.880	0.0083640	0.00073479	0.0054510	18.168
33.900	0.0085410	0.00090385	0.0054674	18.223
33.920	0.0086290	0.0010755	0.0054872	18.289
33.940	0.0074780	0.0012366	0.0055103	18.366
33.960	0.0041310	0.0013527	0.0055362	18.452
33.980	0.0024890	0.0014189	0.0055639	18.544
34.000	0.00021000	0.0014459	0.0055926	18.640
34.020	-0.0049100	0.0013989	0.0056210	18.735
34.040	-0.0078360	0.0012714	0.0056477	18.824
34.060	-0.0087350	0.0011057	0.0056715	18.903
34.080	-0.0068880	0.00094946	0.0056920	18.971
34.100	-0.0055030	0.00082558	0.0057098	19.031
34.120	-0.0051950	0.00071859	0.0057252	19.082
34.140	-0.0049390	0.00061725	0.0057386	19.127
34.160	-0.0068350	0.00049951	0.0057498	19.164
34.180	-0.0065930	0.00036522	0.0057584	19.193
34.200	-0.0048530	0.00025076	0.0057646	19.213
34.220	-0.0028080	0.00017415	0.0057688	19.227
34.240	-0.0029400	0.00011667	0.0057717	19.237
34.260	-0.0032930	5.4350e-05	0.0057734	19.243
34.280	-0.0028140	-6.7218e-06	0.0057739	19.244
34.300	-0.0025020	-5.9883e-05	0.0057732	19.242
34.320	-0.0026670	-0.00011157	0.0057715	19.236
34.340	-0.0019000	-0.00015725	0.0057688	19.227
34.360	0.00081700	-0.00016808	0.0057656	19.217
34.380	0.0025280	-0.00013462	0.0057626	19.207
34.400	0.0029950	-7.9393e-05	0.0057604	19.199
34.420	0.0047570	-1.8864e-06	0.0057596	19.197
34.440	0.0049070	9.4756e-05	0.0057605	19.200
34.460	0.0046090	0.00018992	0.0057634	19.209
34.480	0.0050860	0.00028687	0.0057682	19.225
34.500	0.0046570	0.00038430	0.0057749	19.248
34.520	0.0053040	0.00048391	0.0057835	19.276
34.540	0.0048460	0.00058542	0.0057942	19.312
34.560	0.0026170	0.00066005	0.0058067	19.354
34.580	0.0012380	0.00069860	0.0058203	19.399
34.600	0.0013450	0.00072443	0.0058345	19.446
34.620	0.0025830	0.00076371	0.0058494	19.496
34.640	0.0055150	0.00084469	0.0058655	19.550
34.660	0.0048480	0.00094832	0.0058834	19.609
34.680	0.0027170	0.0010240	0.0059031	19.675
34.700	0.00058000	0.0010569	0.0059239	19.744
34.720	-0.00016500	0.0010611	0.0059451	19.815
34.740	0.0024400	0.0010838	0.0059666	19.887
34.760	0.0031700	0.0011399	0.0059888	19.961
34.780	0.0035730	0.0012074	0.0060123	20.039
34.800	0.0017580	0.0012607	0.0060370	20.121
34.820	0.0010960	0.0012892	0.0060625	20.206
34.840	0.0022160	0.0013223	0.0060886	20.293
34.860	-0.00087000	0.0013358	0.0061152	20.382
34.880	-0.0030010	0.0012971	0.0061415	20.470
34.900	-0.0039050	0.0012280	0.0061667	20.554
34.920	-0.0045300	0.0011437	0.0061904	20.633
34.940	-0.0070730	0.0010277	0.0062122	20.705
34.960	-0.0081750	0.00087517	0.0062312	20.769
34.980	-0.0058250	0.00073517	0.0062473	20.822
35.000	-0.0033590	0.00064333	0.0062611	20.868
35.020	-0.0023350	0.00058639	0.0062734	20.909
35.040	-0.00056500	0.00055739	0.0062848	20.947
35.060	0.0021310	0.00057305	0.0062961	20.985
35.080	0.0037530	0.00063189	0.0063082	21.025
35.100	0.0028350	0.00069776	0.0063215	21.070
35.120	0.00033800	0.00072949	0.0063357	21.117
35.140	-0.0019510	0.00071336	0.0063502	21.165
35.160	-0.0050780	0.00064307	0.0063637	21.210
35.180	-0.0020420	0.00057186	0.0063759	21.251
35.200	0.0023240	0.00057468	0.0063873	21.289
35.220	0.0048880	0.00064681	0.0063996	21.330
35.240	0.0021110	0.00071680	0.0064132	21.375
35.260	-0.0022740	0.00071517	0.0064275	21.423
35.280	-0.0034920	0.00065751	0.0064412	21.469
35.300	-0.0035740	0.00058685	0.0064537	21.510
35.320	-0.0021260	0.00052984	0.0064649	21.548
35.340	-0.0018570	0.00049001	0.0064751	21.582
35.360	-0.0033500	0.00043794	0.0064843	21.612
35.380	-0.0037350	0.00036709	0.0064924	21.639
35.400	-0.0036780	0.00029296	0.0064990	21.661
35.420	-0.0032990	0.00022320	0.0065041	21.678
35.440	-0.0021960	0.00016825	0.0065081	21.691
35.460	-0.0022220	0.00012407	0.0065110	21.701
35.480	-0.0027320	7.4527e-05	0.0065130	21.708
35.500	-0.0064700	-1.7495e-05	0.0065135	21.709
35.520	-0.0077400	-0.00015960	0.0065118	21.704
35.540	-0.0064970	-0.00030197	0.0065072	21.688
35.560	-0.0040860	-0.00040780	0.0065001	21.665
35.580	-0.0011800	-0.00046047	0.0064914	21.636
35.600	0.00032400	-0.00046902	0.0064821	21.605
35.620	0.0010280	-0.00045550	0.0064728	21.574
35.640	0.0034890	-0.00041033	0.0064642	21.545
35.660	0.0036010	-0.00033943	0.0064567	21.520
35.680	0.0038480	-0.00026494	0.0064506	21.500
35.700	0.0030460	-0.00019600	0.0064460	21.485
35.720	0.00064900	-0.00015905	0.0064425	21.473
35.740	-0.0023990	-0.00017655	0.0064391	21.462
35.760	-0.0046320	-0.00024685	0.0064349	21.448
35.780	-0.0055290	-0.00034846	0.0064289	21.428
35.800	-0.0053060	-0.00045681	0.0064209	21.401
35.820	-0.0049260	-0.00055913	0.0064107	21.367
35.840	-0.0045170	-0.00065356	0.0063986	21.327
35.860	-0.0018470	-0.00071721	0.0063849	21.281
35.880	-0.0015650	-0.00075133	0.0063702	21.232
35.900	-0.0015870	-0.00078285	0.0063549	21.181
35.920	-0.0016260	-0.00081497	0.0063389	21.128
35.940	-0.00084000	-0.00083963	0.0063223	21.072
35.960	0.00072900	-0.00084074	0.0063055	21.016
35.980	0.00023200	-0.00083113	0.0062888	20.961
36.000	-0.0012300	-0.00084111	0.0062721	20.905
36.020	-0.00044200	-0.00085783	0.0062551	20.848
36.040	0.00016500	-0.00086060	0.0062379	20.791
36.060	0.0010910	-0.00084804	0.0062208	20.734
36.080	6.7000e-05	-0.00083646	0.0062040	20.678
36.100	-0.0018090	-0.00085388	0.0061871	20.622
36.120	-0.0036230	-0.00090820	0.0061695	20.563
36.140	-0.0037130	-0.00098156	0.0061506	20.500
36.160	-0.0028310	-0.0010470	0.0061303	20.432
36.180	-0.0014810	-0.0010901	0.0061089	20.361
36.200	-0.0013350	-0.0011183	0.0060868	20.287
36.220	-0.0030940	-0.0011626	0.0060640	20.211
36.240	-0.0053190	-0.0012467	0.0060399	20.131
36.260	-0.0068470	-0.0013683	0.0060138	20.044
36.280	-0.0069040	-0.0015059	0.0059850	19.948
36.300	-0.0067560	-0.0016425	0.0059535	19.843
36.320	-0.0043440	-0.0017535	0.0059196	19.730
36.340	-0.0033550	-0.0018305	0.0058837	19.610
36.360	-0.0013070	-0.0018771	0.0058467	19.487
36.380	-0.00034700	-0.0018936	0.0058090	19.361
36.400	-0.00062000	-0.0019033	0.0057710	19.235
36.420	-0.00084100	-0.0019179	0.0057328	19.107
36.440	0.0011530	-0.0019148	0.0056945	18.980
36.460	0.0021370	-0.0018819	0.0056565	18.853
36.480	0.0020560	-0.0018399	0.0056193	18.729
36.500	0.0018340	-0.0018010	0.0055829	18.608
36.520	0.0015580	-0.0017671	0.0055472	18.489
36.540	0.0017610	-0.0017339	0.0055122	18.372
36.560	0.0017540	-0.0016988	0.0054778	18.258
36.580	0.0023110	-0.0016581	0.0054443	18.146
36.600	0.0020880	-0.0016141	0.0054115	18.037
36.620	0.0036160	-0.0015571	0.0053798	17.931
36.640	0.0050060	-0.0014709	0.0053496	17.830
36.660	0.0058320	-0.0013625	0.0053212	17.736
36.680	0.0064850	-0.0012393	0.0052952	17.649
36.700	0.0077120	-0.0010974	0.0052718	17.571
36.720	0.0080120	-0.00094011	0.0052515	17.503
36.740	0.0081590	-0.00077840	0.0052343	17.446
36.760	0.0083850	-0.00061299	0.0052204	17.400
36.780	0.0083550	-0.00044558	0.0052098	17.364
36.800	0.0085540	-0.00027649	0.0052026	17.340
36.820	0.0065330	-0.00012562	0.0051985	17.327
36.840	0.0046460	-1.3825e-05	0.0051971	17.322
36.860	0.0031900	6.4537e-05	0.0051976	17.324
36.880	0.00071000	0.00010354	0.0051993	17.329
36.900	-0.00058700	0.00010477	0.0052014	17.336
36.920	-0.0016400	8.2502e-05	0.0052033	17.343
36.940	-0.0012010	5.4091e-05	0.0052046	17.347
36.960	-0.0011050	3.1031e-05	0.0052055	17.350
36.980	-0.0018750	1.2299e-06	0.0052058	17.351
37.000	-0.0024550	-4.2071e-05	0.0052054	17.350
37.020	-0.0031890	-9.8512e-05	0.0052040	17.345
37.040	-0.0051100	-0.00018150	0.0052012	17.336
37.060	-0.0085450	-0.00031806	0.0051962	17.319
37.080	-0.011089	-0.00051440	0.0051879	17.291
37.100	-0.011340	-0.00073865	0.0051754	17.250
37.120	-0.010790	-0.00095996	0.0051584	17.193
37.140	-0.0082320	-0.0011502	0.0051373	17.123
37.160	-0.0062860	-0.0012954	0.0051128	17.041
37.180	-0.0059080	-0.0014173	0.0050857	16.951
37.200	-0.0042500	-0.0015189	0.0050563	16.853
37.220	-0.0038920	-0.0016003	0.0050251	16.749
37.240	-0.0052960	-0.0016922	0.0049922	16.639
37.260	-0.0052620	-0.0017978	0.0049573	16.523
37.280	-0.0051850	-0.0019022	0.0049203	16.399
37.300	-0.0068020	-0.0020221	0.0048811	16.269
37.320	-0.0053740	-0.0021439	0.0048394	16.130
37.340	-0.0029040	-0.0022266	0.0047957	15.984
37.360	-2.0000e-05	-0.0022559	0.0047509	15.835
37.380	0.0021460	-0.0022346	0.0047060	15.685
37.400	0.0017140	-0.0021960	0.0046617	15.537
37.420	0.0017170	-0.0021617	0.0046181	15.392
37.440	0.0016830	-0.0021277	0.0045752	15.249
37.460	0.0026380	-0.0020845	0.0045331	15.109
37.480	0.0023420	-0.0020347	0.0044919	14.972
37.500	0.0015670	-0.0019956	0.0044516	14.837
37.520	0.0018300	-0.0019616	0.0044120	14.705
37.540	0.0019290	-0.0019241	0.0043731	14.576
37.560	0.0030870	-0.0018739	0.0043352	14.449
37.580	0.0052080	-0.0017909	0.0042985	14.327
37.600	0.0033870	-0.0017050	0.0042636	14.211
37.620	0.0032380	-0.0016388	0.0042301	14.099
37.640	0.0041080	-0.0015653	0.0041981	13.992
37.660	0.0023510	-0.0015007	0.0041674	13.890
37.680	0.0020520	-0.0014567	0.0041378	13.791
37.700	0.0025680	-0.0014105	0.0041092	13.696
37.720	0.0041970	-0.0013428	0.0040816	13.604
37.740	0.0027140	-0.0012737	0.0040555	13.517
37.760	0.0026020	-0.0012206	0.0040305	13.434
37.780	0.0022690	-0.0011718	0.0040066	13.354
37.800	0.0032890	-0.0011163	0.0039837	13.278
37.820	0.0051150	-0.0010322	0.0039622	13.206
37.840	0.0053100	-0.00092797	0.0039426	13.141
37.860	0.0043010	-0.00083186	0.0039250	13.082
37.880	0.0031520	-0.00075733	0.0039091	13.029
37.900	0.0029240	-0.00069657	0.0038946	12.981
37.920	0.0019010	-0.00064832	0.0038812	12.936
37.940	0.00084500	-0.00062086	0.0038685	12.894
37.960	0.00025300	-0.00060988	0.0038562	12.853
37.980	-0.00019900	-0.00060934	0.0038440	12.812
38.000	-0.00039600	-0.00061529	0.0038317	12.771
38.020	0.00040600	-0.00061519	0.0038194	12.730
38.040	0.0018320	-0.00059281	0.0038073	12.690
38.060	0.0015970	-0.00055852	0.0037958	12.651
38.080	0.00048800	-0.00053767	0.0037849	12.615
38.100	-2.4000e-05	-0.00053303	0.0037742	12.579
38.120	4.8000e-05	-0.00053279	0.0037635	12.544
38.140	0.00047000	-0.00052761	0.0037529	12.508
38.160	-0.00040000	-0.00052691	0.0037424	12.473
38.180	-0.00020000	-0.00053291	0.0037318	12.438
38.200	8.0000e-05	-0.00053411	0.0037211	12.402
38.220	5.6000e-05	-0.00053275	0.0037104	12.367
38.240	-5.4000e-05	-0.00053273	0.0036998	12.331
38.260	-0.00049700	-0.00053824	0.0036890	12.295
38.280	-0.0016530	-0.00055974	0.0036781	12.259
38.300	-0.0031520	-0.00060779	0.0036664	12.220
38.320	-0.0023180	-0.00066249	0.0036537	12.178
38.340	-0.00056300	-0.00069131	0.0036402	12.133
38.360	0.00055300	-0.00069141	0.0036263	12.086
38.380	0.00061600	-0.00067971	0.0036126	12.041
38.400	0.0016900	-0.00065665	0.0035992	11.996
38.420	0.0021530	-0.00061823	0.0035865	11.954
38.440	1.1000e-05	-0.00059659	0.0035744	11.913
38.460	-0.00070200	-0.00060350	0.0035624	11.873
38.480	0.00020600	-0.00060846	0.0035502	11.833
38.500	0.00010400	-0.00060536	0.0035381	11.792
38.520	-0.0025810	-0.00063013	0.0035257	11.751
38.540	-0.0038960	-0.00069490	0.0035125	11.707
38.560	-0.0042490	-0.00077635	0.0034978	11.658
38.580	-0.0024330	-0.00084318	0.0034816	11.604
38.600	-0.0014080	-0.00088158	0.0034643	11.547
38.620	0.0012820	-0.00088284	0.0034467	11.488
38.640	0.0060750	-0.00080927	0.0034298	11.432
38.660	0.0054340	-0.00069418	0.0034147	11.381
38.680	0.0055380	-0.00058445	0.0034019	11.339
38.700	0.0054360	-0.00047471	0.0033914	11.304
38.720	0.0045280	-0.00037507	0.0033829	11.275
38.740	0.0039680	-0.00029011	0.0033762	11.253
38.760	0.0024440	-0.00022600	0.0033710	11.236
38.780	0.0026580	-0.00017498	0.0033670	11.222
38.800	0.0027340	-0.00012105	0.0033641	11.213
38.820	0.0027360	-6.6353e-05	0.0033622	11.206
38.840	0.0032500	-6.4917e-06	0.0033615	11.204
38.860	0.0052240	7.8250e-05	0.0033622	11.206
38.880	0.0064760	0.00019525	0.0033649	11.215
38.900	0.0054660	0.00031468	0.0033700	11.232
38.920	0.0060000	0.00042932	0.0033775	11.257
38.940	0.0075700	0.00056502	0.0033874	11.290
38.960	0.0068880	0.00070960	0.0034002	11.333
38.980	0.0061940	0.00084043	0.0034157	11.385
39.000	0.0056530	0.00095890	0.0034336	11.444
39.020	0.0055970	0.0010714	0.0034540	11.512
39.040	0.0050780	0.0011782	0.0034764	11.587
39.060	0.0027660	0.0012566	0.0035008	11.668
39.080	0.0026670	0.0013109	0.0035265	11.754
39.100	0.0028600	0.0013662	0.0035532	11.843
39.120	0.0028790	0.0014236	0.0035811	11.936
39.140	0.0020710	0.0014731	0.0036101	12.032
39.160	0.00049300	0.0014987	0.0036398	12.131
39.180	-0.0013160	0.0014905	0.0036697	12.231
39.200	-0.0035720	0.0014416	0.0036990	12.329
39.220	-0.0042180	0.0013637	0.0037271	12.422
39.240	-0.0063800	0.0012577	0.0037533	12.510
39.260	-0.0053800	0.0011401	0.0037773	12.590
39.280	-0.0028850	0.0010575	0.0037993	12.663
39.300	-0.0013230	0.0010154	0.0038200	12.732
39.320	-0.0012490	0.00098969	0.0038400	12.799
39.340	0.00051700	0.00098237	0.0038598	12.865
39.360	0.0021330	0.0010089	0.0038797	12.931
39.380	0.00079700	0.0010382	0.0039001	12.999
39.400	-0.00018100	0.0010443	0.0039210	13.069
39.420	-0.00086000	0.0010339	0.0039417	13.138
39.440	-0.00063200	0.0010190	0.0039623	13.206
39.460	-0.0010050	0.0010026	0.0039825	13.274
39.480	0.00077700	0.0010004	0.0040025	13.340
39.500	-0.00025000	0.0010056	0.0040226	13.407
39.520	-0.0021030	0.00098209	0.0040425	13.474
39.540	-0.0030410	0.00093065	0.0040616	13.537
39.560	-0.0033570	0.00086667	0.0040796	13.597
39.580	-0.0024940	0.00080816	0.0040963	13.653
39.600	-0.0017960	0.00076527	0.0041120	13.705
39.620	-0.00070700	0.00074024	0.0041271	13.756
39.640	-0.00063600	0.00072681	0.0041418	13.805
39.660	-0.0011430	0.00070901	0.0041561	13.852
39.680	-0.0014310	0.00068327	0.0041701	13.899
39.700	0.00033500	0.00067231	0.0041836	13.944
39.720	0.0010080	0.00068574	0.0041972	13.989
39.740	0.0015000	0.00071082	0.0042112	14.036
39.760	4.3000e-05	0.00072625	0.0042255	14.084
39.780	-0.0013160	0.00071352	0.0042399	14.132
39.800	-0.0014830	0.00068553	0.0042539	14.178
39.820	-0.0019790	0.00065091	0.0042673	14.223
39.840	-0.0017520	0.00061360	0.0042799	14.265
39.860	-0.0038680	0.00055740	0.0042916	14.304
39.880	-0.0036280	0.00048244	0.0043020	14.339
39.900	-0.0037800	0.00040836	0.0043109	14.368
39.920	-0.0038920	0.00033165	0.0043183	14.393
39.940	-0.0038490	0.00025424	0.0043242	14.413
39.960	-0.0022080	0.00019366	0.0043287	14.428
39.980	-0.00051600	0.00016642	0.0043323	14.440
40.000	-0.00052700	0.00015599	0.0043355	14.450
40.020	-0.00047300	0.00014599	0.0043385	14.460
40.040	-0.00031000	0.00013816	0.0043414	14.470
40.060	-0.00086300	0.00012643	0.0043440	14.479
40.080	-0.0031540	8.6262e-05	0.0043461	14.486
40.100	-0.0043310	1.1425e-05	0.0043471	14.489
40.120	-0.0021690	-5.3577e-05	0.0043467	14.488
40.140	0.00097900	-6.5477e-05	0.0043455	14.484
40.160	0.0036050	-1.9636e-05	0.0043446	14.481
40.180	0.0082310	9.8727e-05	0.0043454	14.483
40.200	0.010314	0.00028418	0.0043493	14.496
40.220	0.0085530	0.00047286	0.0043568	14.521
40.240	0.0051470	0.00060986	0.0043677	14.558
40.260	0.0026900	0.00068822	0.0043806	14.601
40.280	0.00012100	0.00071633	0.0043947	14.648
40.300	-0.00024400	0.00071510	0.0044090	14.695
40.320	0.00012900	0.00071395	0.0044233	14.743
40.340	0.00051700	0.00072041	0.0044376	14.791
40.360	0.00014800	0.00072706	0.0044521	14.839
40.380	-0.00014400	0.00072710	0.0044667	14.888
40.400	-0.00023200	0.00072334	0.0044812	14.936
40.420	-0.00018700	0.00071915	0.0044956	14.984
40.440	0.00035900	0.00072087	0.0045100	15.032
40.460	4.5000e-05	0.00072491	0.0045244	15.080
40.480	0.00086200	0.00073398	0.0045390	15.128
40.500	0.00090400	0.00075164	0.0045539	15.178
40.520	0.0020330	0.00078101	0.0045692	15.229
40.540	0.0017690	0.00081903	0.0045852	15.282
40.560	0.0014570	0.00085129	0.0046019	15.338
40.580	0.0017340	0.00088320	0.0046193	15.396
40.600	0.00068300	0.00090737	0.0046372	15.456
40.620	0.0019120	0.00093332	0.0046556	15.517
40.640	0.0027580	0.00098002	0.0046747	15.581
40.660	0.0024440	0.0010320	0.0046948	15.648
40.680	0.0043940	0.0011004	0.0047162	15.719
40.700	0.0064000	0.0012084	0.0047392	15.796
40.720	0.0063830	0.0013362	0.0047647	15.881
40.740	0.0059610	0.0014596	0.0047926	15.974
40.760	0.0050730	0.0015700	0.0048229	16.075
40.780	0.0038650	0.0016593	0.0048552	16.182
40.800	0.0031680	0.0017297	0.0048891	16.295
40.820	0.0020990	0.0017823	0.0049242	16.412
40.840	0.0015110	0.0018184	0.0049603	16.533
40.860	-5.9000e-05	0.0018330	0.0049968	16.654
40.880	-0.00081000	0.0018243	0.0050333	16.776
40.900	-0.0013800	0.0018024	0.0050696	16.897
40.920	-0.00066000	0.0017820	0.0051054	17.016
40.940	-0.0018720	0.0017567	0.0051408	17.134
40.960	-0.0033850	0.0017041	0.0051754	17.250
40.980	-0.0033320	0.0016369	0.0052089	17.361
41.000	-0.0033120	0.0015705	0.0052409	17.468
41.020	-0.0035330	0.0015020	0.0052717	17.571
41.040	-0.0026190	0.0014405	0.0053011	17.669
41.060	-0.0022120	0.0013922	0.0053294	17.763
41.080	-0.0028500	0.0013416	0.0053567	17.854
41.100	-0.0036430	0.0012767	0.0053829	17.941
41.120	-0.0047320	0.0011929	0.0054076	18.024
